soaking,7,1384,7.23,5,2,2,VB,0
soapy,5,515,6.24,4,2,2,JJ,19
soared,6,408,6.01,4,1,2,VB,19
soaring,7,1299,7.17,5,2,2,VB,19
sobbed,6,337,5.82,4,1,2,VB,19
sobbing,7,777,6.66,5,2,2,VB,19
sobbingly,9,0,0,7,3,3,RB,19
sober,5,1703,7.44,4,2,1,JJ|VB,0
sobered,7,70,4.25,5,2,2,VB,19
sobering,8,221,5.4,6,3,2,VB,19
soberly,7,41,3.71,6,3,2,RB,19
sociable,8,231,5.44,6,3,2,JJ,19
socialistic,11,314,5.75,9,4,4,JJ,19
socialize,9,705,6.56,6,3,3,VB,19
socialized,10,883,6.78,7,3,4,VB,19
socializes,10,27,3.3,8,4,4,VB,19
socially,8,3083,8.03,5,3,3,RB,0
societal,8,1807,7.5,7,3,2,JJ,0
society's,9,1531,7.33,8,3,3,encl,0
socioeconomic,13,516,6.25,13,7,3,JJ,19
sociological,12,930,6.84,10,5,4,JJ,19
sociologically,14,58,4.06,11,5,5,RB,19
socked,6,107,4.67,4,1,2,VB|JJ,19
Socratic,8,170,5.14,8,3,1,JJ,19
sodden,6,130,4.87,4,2,1,JJ,19
soft,4,22233,10.01,4,1,1,JJ|RB,29
soften,6,791,6.67,4,2,2,VB,19
softened,8,747,6.62,5,2,3,VB,19
softening,9,457,6.12,6,3,3,VB,19
softens,7,133,4.89,5,2,3,VB,19
softer,6,1550,7.35,5,2,2,JJ,0
softest,7,166,5.11,7,2,2,JJ,19
softhearted,11,6,1.79,10,3,3,JJ,19
softly,6,3691,8.21,6,2,2,RB,0
softwood,8,130,4.87,7,2,2,JJ,19
soggy,5,378,5.93,4,2,1,JJ,19
soiled,6,618,6.43,4,1,2,VB,19
solaced,7,0,0,6,2,2,JJ,19
solder,6,2486,7.82,4,2,1,VB,0
soldered,8,993,6.9,5,2,2,VB,19
soldering,9,1653,7.41,6,3,2,JJ|VB,0
soldierly,9,3,1.1,7,3,2,RB,19
soldier's,9,381,5.94,6,2,2,encl,19
solely,6,8749,9.08,5,2,2,RB,22
solemn,6,718,6.58,5,2,1,JJ,19
solemnize,9,6,1.79,8,3,2,VB,19
solemnly,8,348,5.85,7,3,2,RB,19
solicit,7,1219,7.11,7,3,1,VB,19
solicited,9,1206,7.1,9,4,2,VB,19
soliciting,10,1352,7.21,9,4,2,VB,19
solicitous,10,60,4.09,9,4,2,JJ,19
solicits,8,345,5.84,8,3,2,VB,19
solidifies,10,56,4.03,9,4,3,VB,19
solidify,8,215,5.37,8,4,2,VB,19
solidly,7,796,6.68,7,3,2,RB,19
solitary,8,1087,6.99,8,4,2,JJ,19
Solomon's,9,513,6.24,8,3,2,encl,19
soluble,7,890,6.79,7,3,1,JJ,19
solved,6,9356,9.14,5,1,2,VB,15
solving,7,6617,8.8,6,2,2,VB,22
somatic,7,362,5.89,7,3,2,JJ,19
somber,6,254,5.54,5,2,1,JJ,19
somebody's,10,1361,7.22,8,3,3,encl,19
someday,7,6249,8.74,5,2,2,RB,22
somehow,7,25825,10.16,5,2,2,RB,29
someone's,9,6964,8.85,7,2,3,encl,22
someplace,9,2385,7.78,7,2,2,RB,0
sometime,8,13368,9.5,6,2,2,RB|JJ,15
sometimes,9,82167,11.32,7,2,3,RB,6
somnambulate,12,0,0,12,4,3,VB,19
somnolent,9,18,2.89,9,3,2,JJ,19
songful,7,1,0,5,2,2,JJ,19
song's,6,278,5.63,4,1,2,encl,19
sonic,5,4277,8.36,5,2,2,JJ,0
son's,5,1852,7.52,4,1,2,encl,0
soon,4,90301,11.41,3,1,1,RB,6
sooner,6,7392,8.91,4,2,2,RB,22
soothe,6,286,5.66,3,1,1,VB,19
soothed,7,133,4.89,4,1,2,VB|JJ,19
soothing,8,723,6.58,5,2,2,VB|JJ,19
soothingly,10,66,4.19,7,3,3,RB,19
sooty,5,79,4.37,4,2,2,JJ,19
Sophia's,8,60,4.09,6,2,2,encl,19
sophisticated,13,6713,8.81,12,5,5,JJ,22
sopping,7,176,5.17,5,2,2,JJ|VB,19
sordid,6,378,5.93,6,2,1,JJ,19
sore,4,3354,8.12,3,1,1,JJ,0
sorely,6,945,6.85,5,2,2,RB,19
sorest,6,7,1.95,6,2,2,JJ,19
sorriest,8,59,4.08,7,3,2,JJ,19
sorrowful,9,94,4.54,6,3,2,JJ,19
sorted,6,3130,8.05,6,2,2,VB,0
sorting,7,2299,7.74,6,2,2,VB,0
sought,6,7068,8.86,3,1,1,VB,22
soulful,7,229,5.43,5,2,2,JJ,19
soulfully,9,12,2.48,6,3,3,RB,19
soulless,8,133,4.89,6,2,2,JJ,19
soul's,6,176,5.17,4,1,2,encl,19
sounded,7,7361,8.9,6,2,2,VB,22
sounder,7,152,5.02,5,2,2,JJ,19
soundless,9,73,4.29,7,2,2,JJ,19
soundly,7,546,6.3,6,2,2,RB,19
soundproof,10,56,4.03,8,2,2,JJ|VB,19
sourly,6,27,3.3,5,2,2,RB,19
sours,5,51,3.93,4,1,2,VB,19
Southerner's,12,5,1.61,7,3,4,encl,19
south's,7,159,5.07,4,1,0,?,19
southward,9,182,5.2,6,2,2,RB|JJ,19
Soviet's,8,28,3.33,7,2,2,encl,19
sow,3,899,6.8,2,1,1,VB,19
sown,4,269,5.59,3,1,2,VB,19
spaced,6,1487,7.3,5,1,2,VB,0
spacious,8,392,5.97,6,2,2,JJ,19
spake,5,3356,8.12,4,1,1,VB,0
spangled,8,247,5.51,7,2,2,VB|JJ,19
Spaniel's,9,1,0,8,2,2,encl,19
spank,5,1471,7.29,5,1,1,VB,0
spanned,7,255,5.54,5,1,2,VB,19
spanning,8,799,6.68,6,2,2,VB,19
spare,5,10605,9.27,4,1,1,JJ|VB,15
spared,6,972,6.88,5,1,2,VB,19
spareribs,9,28,3.33,8,2,0,?,19
sparing,7,287,5.66,6,2,2,VB|JJ,19
sparked,7,774,6.65,6,1,2,VB,19
sparkled,8,113,4.73,7,2,2,VB,19
sparkling,9,684,6.53,8,3,2,JJ|VB,19
sparrow's,9,15,2.71,6,2,2,encl,19
sparse,6,1313,7.18,5,1,1,JJ,19
sparsely,8,197,5.28,7,2,2,RB,19
spasmodic,9,43,3.76,9,3,1,JJ,19
spastic,7,196,5.28,7,2,1,JJ,19
spatial,7,2548,7.84,5,2,2,JJ,0
spattered,9,72,4.28,6,2,2,VB,19
spay,4,294,5.68,3,1,1,VB,19
speaker's,9,417,6.03,6,2,3,encl,19
slackened,9,35,3.56,7,2,3,VB,19
slain,5,694,6.54,4,1,2,VB,19
slaked,6,13,2.56,5,1,2,VB,19
slammed,7,1642,7.4,5,1,2,VB,0
slamming,8,1543,7.34,6,2,2,VB,0
slanderous,10,501,6.22,8,3,2,JJ,19
slangy,6,11,2.4,5,2,2,JJ,19
slanted,7,930,6.84,7,2,2,VB|JJ,19
slanting,8,170,5.14,7,2,2,VB,19
slantwise,9,1,0,8,2,2,RB,19
slapdash,8,61,4.11,7,2,2,JJ,19
slaphappy,9,11,2.4,8,3,2,JJ,19
slapped,7,1647,7.41,5,1,2,VB,0
slashed,7,590,6.38,5,1,2,VB,19
slashing,8,736,6.6,6,2,2,VB,19
slated,6,1144,7.04,6,2,2,VB,19
slatted,7,27,3.3,6,2,2,JJ,19
slaughtered,11,1153,7.05,6,2,2,VB,19
slaughtering,12,405,6,7,3,2,VB,19
slavered,8,7,1.95,6,2,2,VB,19
slave's,7,115,4.74,5,1,2,encl,19
slavish,7,132,4.88,6,2,2,JJ,19
slay,4,555,6.32,3,1,1,VB,19
sleazy,6,1193,7.08,5,2,2,JJ,19
sleek,5,526,6.27,4,1,1,JJ,19
sleeper's,9,8,2.08,6,2,3,encl,19
sleepily,8,63,4.14,7,3,3,RB,19
sleepless,9,490,6.19,7,2,2,JJ,19
sleeplessly,11,1,0,9,3,3,RB,19
sleeps,6,1659,7.41,5,1,2,VB,0
sleepy,6,1205,7.09,5,2,2,JJ,19
sleeveless,10,152,5.02,7,2,2,JJ,19
slender,7,1810,7.5,6,2,1,JJ,0
slenderer,9,1,0,7,3,2,JJ,19
slept,5,3156,8.06,5,1,1,VB,0
sliced,6,1803,7.5,5,1,2,VB,0
slick,5,4655,8.45,4,1,1,JJ,22
slid,4,4980,8.51,4,1,1,VB|JJ,22
sliding,7,4432,8.4,6,2,2,VB,22
slighter,8,22,3.09,5,2,2,JJ,19
slightest,9,3175,8.06,7,2,2,JJ,0
slightly,8,35773,10.48,6,2,2,RB,9
slimed,6,39,3.66,5,1,2,VB|JJ,19
slimly,6,1,0,6,2,2,RB,19
slimy,5,1228,7.11,5,2,2,JJ,19
slinky,6,253,5.53,6,2,2,JJ,19
slipped,7,5281,8.57,5,1,2,VB,22
slippery,8,2431,7.8,6,3,3,JJ,0
slipping,8,2157,7.68,6,2,2,VB,0
slipshod,8,73,4.29,7,2,2,JJ,19
slobber,7,125,4.83,5,2,1,VB,19
slope's,7,3,1.1,5,1,2,encl,19
sloping,7,472,6.16,6,2,2,VB|JJ,19
slopped,7,30,3.4,5,1,2,VB|JJ,19
sloppily,8,144,4.97,7,3,3,RB,19
sloppy,6,2425,7.79,5,2,2,JJ,0
slosh,5,115,4.74,4,1,1,VB,19
sloshed,7,72,4.28,5,1,2,VB|JJ,19
slothful,8,62,4.13,6,2,2,JJ,19
slotted,7,342,5.83,6,2,2,VB,19
slovenly,8,80,4.38,7,3,2,JJ,19
slowed,6,2433,7.8,4,1,2,VB,0
slower,6,13019,9.47,4,1,2,JJ|RB,15
slowing,7,2117,7.66,5,2,2,VB,0
slowly,6,24077,10.09,5,2,2,RB,29
slugged,7,64,4.16,5,1,2,VB,19
sluggers,8,47,3.85,6,2,0,?,19
sluggish,8,856,6.75,6,2,2,JJ,19
sluggishly,10,56,4.03,8,3,3,RB,19
sluiced,7,5,1.61,5,1,2,VB|JJ,19
slumbered,9,15,2.71,7,2,2,VB,19
slumped,7,392,5.97,6,1,2,VB|JJ,19
slung,5,232,5.45,4,1,1,VB,19
slurped,7,105,4.65,5,1,2,VB|JJ,19
slushy,6,83,4.42,5,2,2,JJ,19
sly,3,1115,7.02,3,1,1,JJ|RB,19
smack,5,2232,7.71,4,1,1,RB,0
smacked,7,625,6.44,5,1,2,VB,19
smacks,6,735,6.6,5,1,2,VB,19
smallest,8,3473,8.15,7,2,2,JJ,0
smallish,8,520,6.25,6,2,2,JJ,19
smalltime,9,11,2.4,7,2,2,JJ,19
smarted,7,22,3.09,7,2,2,VB,19
smarter,7,2833,7.95,6,2,2,JJ,0
smartly,7,162,5.09,7,2,2,RB,19
smashed,7,1806,7.5,5,1,2,VB,0
smashing,8,1559,7.35,6,2,2,JJ|VB,0
smeared,7,641,6.46,5,1,2,VB,19
smelled,7,1234,7.12,5,1,2,VB,19
smelling,8,887,6.79,6,2,2,VB,19
smelly,6,1002,6.91,5,2,2,JJ,19
smelt,5,198,5.29,5,1,2,VB,19
smiled,6,8379,9.03,5,1,2,VB,22
smilingly,9,28,3.33,8,3,3,RB,19
smirked,7,240,5.48,5,1,2,VB,19
smite,5,216,5.38,4,1,1,VB,19
Smith's,7,1189,7.08,5,1,2,encl,19
smitten,7,205,5.32,5,2,2,VB|JJ,19
smoked,6,2101,7.65,5,1,2,VB|JJ,0
smokes,6,917,6.82,5,1,2,VB,19
smoky,5,469,6.15,5,2,2,JJ,19
smoldered,9,4,1.39,7,2,2,VB,19
smoldering,10,198,5.29,8,3,2,VB,19
smolderingly,12,0,0,10,4,0,?,19
smolders,8,10,2.3,7,2,2,VB,19
smoothed,8,723,6.58,5,1,2,VB,19
smoother,8,1528,7.33,5,2,2,JJ,0
smoothest,9,211,5.35,7,2,2,JJ,19
smoothing,9,550,6.31,6,2,2,VB,19
smoothly,8,3340,8.11,6,2,2,RB,0
smote,5,49,3.89,4,1,1,VB,19
smother,7,178,5.18,5,2,1,VB,19
smothered,9,358,5.88,6,2,2,VB,19
smothering,10,166,5.11,7,3,2,VB,19
smoulder,8,5,1.61,6,2,1,VB,19
smudged,7,87,4.47,5,1,2,JJ|VB,19
smug,4,1002,6.91,4,1,1,JJ,19
smuggle,7,335,5.81,5,2,1,VB,19
smuggled,8,489,6.19,6,2,2,VB,19
smutty,6,71,4.26,5,2,2,JJ,19
snail's,7,85,4.44,5,1,2,encl,19
snaked,6,137,4.92,5,1,2,VB,19
snapped,7,1825,7.51,5,1,2,VB,0
snapping,8,751,6.62,6,2,2,VB,19
snappish,8,10,2.3,6,2,2,JJ,19
snappy,6,886,6.79,5,2,2,JJ,19
snared,6,64,4.16,5,1,2,VB,19
snarled,7,306,5.72,6,1,2,VB,19
snarling,8,225,5.42,7,2,2,VB,19
snatch,6,706,6.56,4,1,1,VB,19
snatched,8,486,6.19,5,1,2,VB,19
snatching,9,182,5.2,6,2,2,VB,19
snazzy,6,362,5.89,5,2,1,JJ,19
sneaked,7,221,5.4,5,1,2,VB,19
sneaking,8,827,6.72,6,2,2,VB,19
sneaky,6,1052,6.96,5,2,2,JJ,19
sneered,7,212,5.36,5,1,2,VB,19
sneering,8,219,5.39,6,2,2,VB,19
sneezed,7,159,5.07,5,1,2,VB,19
sneezing,8,260,5.56,6,2,2,VB,19
snickered,9,146,4.98,6,2,2,VB,19
snide,5,900,6.8,4,1,1,JJ,19
sniff,5,1868,7.53,4,1,1,VB,0
sniffed,7,317,5.76,5,1,2,VB,19
sniffing,8,765,6.64,6,2,2,VB,19
snipe,5,291,5.67,4,1,1,VB,19
sniper's,8,127,4.84,6,2,0,?,19
snippy,6,100,4.61,5,2,2,JJ,19
snivel,6,63,4.14,5,2,1,VB,19
snobbish,8,195,5.27,6,2,2,JJ,19
snobbishly,10,3,1.1,8,3,3,RB,19
snobby,6,124,4.82,5,2,2,JJ,19
snooping,8,350,5.86,6,2,2,VB,19
snooty,6,142,4.96,5,2,2,JJ,19
snoring,7,315,5.75,6,2,2,VB,19
snorted,7,345,5.84,7,2,2,VB,19
snotty,6,407,6.01,5,2,2,JJ,19
snowblind,9,372,5.92,8,2,2,JJ,19
snowbound,9,51,3.93,7,2,2,JJ,19
snowed,6,393,5.97,4,1,2,VB,19
snowing,7,439,6.08,5,2,2,VB,19
snow's,6,86,4.45,4,1,2,encl,19
shyly,5,220,5.39,4,2,2,RB,19
sicken,6,91,4.51,5,2,2,VB,19
sickened,8,266,5.58,6,2,3,VB|JJ,19
sickening,9,654,6.48,7,3,3,JJ|VB,19
sicker,6,193,5.26,4,2,2,JJ,19
sickish,7,0,0,5,2,2,JJ,19
sickle,6,393,5.97,4,2,1,JJ,19
sickly,6,351,5.86,5,2,2,JJ|RB,19
sidechairs,10,0,0,7,2,0,?,19
sided,5,1976,7.59,5,2,2,VB,0
sidelong,8,54,3.99,6,2,2,JJ,19
side's,6,221,5.4,4,1,2,encl,19
sidesplitting,13,8,2.08,10,3,3,JJ,19
sidetrack,9,115,4.74,7,2,2,VB,19
sideward,8,15,2.71,6,2,2,JJ|RB,19
sidewise,8,19,2.94,6,2,2,RB,19
sidle,5,19,2.94,4,2,1,VB,19
sidled,6,42,3.74,5,2,2,VB,19
Sidney's,8,22,3.09,6,2,2,encl,19
sifted,6,214,5.37,6,2,2,VB,19
sighed,6,2220,7.71,3,1,2,VB,0
sighing,7,329,5.8,4,2,2,VB,19
sighted,7,832,6.72,5,2,2,VB,19
sightless,9,44,3.78,6,2,2,JJ,19
sightsee,8,34,3.53,5,2,2,VB,19
signaled,8,331,5.8,6,2,3,VB,19
signalizes,10,0,0,9,4,4,VB,19
signally,8,13,2.56,6,3,3,RB,19
signed,6,27435,10.22,4,1,2,VB,9
significant,11,32223,10.38,11,4,3,JJ,9
significantly,13,10893,9.3,13,5,4,RB,15
significants,12,4,1.39,12,4,0,?,19
signified,9,162,5.09,8,3,3,VB,19
signifies,9,592,6.38,8,3,3,VB,19
signify,7,662,6.5,7,3,2,VB,19
silenced,8,727,6.59,7,2,3,VB,19
silencing,9,293,5.68,8,3,3,VB,19
silent,6,9257,9.13,6,2,2,JJ,22
silently,8,2228,7.71,8,3,3,RB,0
silhouetted,11,73,4.29,8,4,2,JJ|VB,19
silken,6,219,5.39,6,2,2,JJ,19
silky,5,1034,6.94,5,2,2,JJ,19
silliest,8,222,5.4,7,3,2,JJ,19
silvery,7,327,5.79,6,3,2,JJ,19
similar,7,103270,11.55,6,3,2,JJ,23
similarly,9,9427,9.15,8,4,3,RB,15
simmer,6,1121,7.02,4,2,1,VB,19
simmered,8,69,4.23,5,2,2,VB,19
Simon's,7,425,6.05,6,2,2,encl,19
simpler,7,5128,8.54,6,2,2,JJ,22
simplest,8,3151,8.06,8,2,2,JJ,0
simplicitude,12,0,0,0,0,0,?,19
simplified,10,2064,7.63,9,3,3,JJ|VB,0
simplifies,10,526,6.27,9,3,3,VB,19
simplify,8,1782,7.49,8,3,2,VB,0
simplistic,10,2291,7.74,10,3,2,JJ,0
simply,6,102396,11.54,6,2,2,RB|JJ,23
Simpson's,9,605,6.41,7,2,3,encl,19
simulate,8,2796,7.94,8,3,2,VB,0
simulated,9,2198,7.7,10,4,3,VB|JJ,0
sincere,7,4659,8.45,6,2,1,JJ,22
simultaneous,12,3488,8.16,10,4,2,JJ,0
simultaneously,14,7970,8.98,12,5,3,RB,22
sincerely,9,8281,9.02,8,3,2,RB,22
sincerest,9,316,5.76,9,3,2,JJ,19
sinful,6,1041,6.95,5,2,2,JJ,19
sing,4,10917,9.3,3,1,1,VB,15
singed,6,211,5.35,5,1,2,VB|JJ,19
singer's,8,257,5.55,5,2,3,encl,19
singled,7,693,6.54,6,2,2,VB,19
singlehandedly,14,177,5.18,13,5,4,RB,19
singly,6,322,5.77,6,2,2,RB,19
singsonged,10,0,0,7,2,3,JJ,19
singularize,11,0,0,10,4,3,VB,19
singularly,10,330,5.8,10,4,3,RB,19
sinless,7,185,5.22,6,2,2,JJ,19
sinned,6,649,6.48,4,1,2,VB,19
sinuous,7,51,3.93,7,2,1,JJ,19
sinuously,9,7,1.95,9,3,2,RB,19
sinusoidal,10,122,4.8,8,4,3,JJ,19
siphoned,8,98,4.58,5,2,2,VB|JJ,19
sipped,6,235,5.46,4,1,2,VB,19
sipping,7,560,6.33,5,2,2,VB,19
sired,5,113,4.73,4,1,2,VB|JJ,19
sissy,5,517,6.25,4,2,1,JJ,19
sister's,8,1662,7.42,6,2,2,encl,0
sit,3,25658,10.15,3,1,1,VB,29
sits,4,5661,8.64,4,1,2,VB,22
sitter's,8,24,3.18,5,2,3,encl,19
situate,7,37,3.61,6,3,2,VB,19
situated,8,1910,7.55,8,4,3,VB,0
sixfold,7,3,1.1,8,2,2,RB|JJ,19
sixtieth,8,8,2.08,8,2,3,JJ,19
sizable,7,853,6.75,6,3,2,JJ,19
sizeable,8,620,6.43,6,3,2,JJ,19
sized,5,5139,8.54,4,1,2,VB|JJ,22
sizzled,7,27,3.3,5,2,2,VB,19
sizzling,8,251,5.53,6,3,2,JJ|VB,19
skedaddle,9,20,3,7,3,1,VB,19
skeletal,8,588,6.38,7,3,2,JJ,19
skeptical,9,4308,8.37,8,3,2,JJ,0
skeptically,11,56,4.03,9,3,3,RB,19
sketched,8,203,5.31,5,1,2,VB,19
sketching,9,140,4.94,6,2,2,VB,19
sketchy,7,738,6.6,5,2,2,JJ,19
skew,4,733,6.6,4,1,1,VB|JJ,19
skidded,7,100,4.61,6,2,2,VB|JJ,19
skilful,7,54,3.99,6,2,2,JJ,19
skilfully,9,41,3.71,7,3,3,RB,19
skilled,7,4952,8.51,5,1,2,JJ,22
skillful,8,494,6.2,6,2,2,JJ,19
skillfully,10,284,5.65,7,3,3,RB,19
skimmed,7,429,6.06,5,1,2,VB,19
skimming,8,521,6.26,6,2,2,VB,19
skimp,5,172,5.15,5,1,1,VB,19
skimpy,6,539,6.29,6,2,2,JJ,19
skindive,8,0,0,7,2,2,VB,19
skinless,8,63,4.14,7,2,2,JJ,19
skinny,6,3377,8.12,5,2,2,JJ,0
skipped,7,1798,7.49,5,1,2,VB,0
skipping,8,1484,7.3,6,2,2,VB,0
skips,5,554,6.32,5,1,2,VB,19
skirmished,10,5,1.61,7,2,2,JJ,19
skirted,7,84,4.43,6,2,2,VB,19
skirting,8,102,4.62,6,2,2,VB,19
skittish,8,134,4.9,6,2,2,JJ,19
skulk,5,106,4.66,5,1,1,VB,19
skydive,7,537,6.29,6,2,0,VB,19
skyjack,7,4,1.39,6,2,2,VB,19
skyjacked,9,6,1.79,7,2,3,JJ|VB,19
skylarking,10,12,2.48,9,3,3,VB,19
skyrocket,9,305,5.72,8,3,2,VB,19
sky's,5,175,5.16,4,1,2,encl,19
skyward,7,123,4.81,6,2,2,RB,19
slacken,7,27,3.3,6,2,2,VB,19
shallower,9,147,4.99,5,2,2,JJ,19
shambled,8,15,2.71,6,2,2,VB,19
shambling,9,251,5.53,7,3,2,VB,19
shamed,6,221,5.4,4,1,2,VB|JJ,19
shamefaced,10,13,2.56,7,2,3,JJ,19
shamefacedly,12,23,3.14,9,3,4,RB,19
shameful,8,873,6.77,5,2,2,JJ,19
shameless,9,1149,7.05,6,2,2,JJ,19
shan't,6,150,5.01,4,1,1,encl,19
shaped,6,5193,8.56,4,1,2,VB|JJ,22
shapeless,9,139,4.93,6,2,2,JJ,19
shapely,7,525,6.26,5,2,2,JJ,19
shared,6,18209,9.81,4,1,2,VB,29
shark's,7,47,3.85,5,1,2,encl,19
sharpen,7,523,6.26,6,2,2,VB,19
sharpened,9,451,6.11,7,2,3,VB,19
sharpening,10,488,6.19,8,3,3,VB,19
sharper,7,913,6.82,5,2,2,JJ,19
sharpest,8,179,5.19,7,2,2,JJ,19
sharply,7,2032,7.62,6,2,2,RB,0
shatter,7,2382,7.78,4,2,1,VB,0
shattered,9,2240,7.71,5,2,2,VB|JJ,0
shattering,10,715,6.57,6,3,2,VB,19
shatters,8,230,5.44,5,2,2,VB,19
shatterproof,12,30,3.4,8,3,2,JJ,19
shaved,6,1574,7.36,4,1,2,VB|JJ,0
shaven,6,418,6.04,4,2,2,JJ,19
Shea's,6,192,5.26,3,1,2,encl,19
sheathe,7,19,2.94,3,1,1,VB,19
she'd,5,7022,8.86,3,1,2,encl,22
sheepish,8,226,5.42,5,2,2,JJ,19
sheer,5,5297,8.57,3,1,1,JJ,22
sheered,7,4,1.39,4,1,2,VB,19
sheeted,7,34,3.53,5,2,2,JJ,19
she'll,6,4104,8.32,3,1,2,encl,0
shelled,7,628,6.44,4,1,2,VB,19
Shelley's,9,180,5.19,5,2,2,encl,19
sheltered,9,654,6.48,6,2,2,VB|JJ,19
sheltering,10,197,5.28,7,3,2,VB,19
shelve,6,101,4.62,4,1,1,VB,19
shelved,7,367,5.91,5,1,2,VB,19
shepherd's,10,171,5.14,6,2,2,encl,19
sheriff's,9,555,6.32,6,2,2,encl,19
she's,5,31313,10.35,3,1,2,encl,9
shied,5,95,4.55,3,1,2,VB,19
shielded,8,1212,7.1,6,2,2,VB|JJ,19
shifted,7,2865,7.96,6,2,2,VB,0
shiftless,9,60,4.09,7,2,2,JJ,19
shifty,6,109,4.69,5,2,2,JJ,19
shimmering,10,316,5.76,6,3,2,VB|JJ,19
shiningly,9,4,1.39,7,3,3,RB,19
shiny,5,2739,7.92,4,2,2,JJ,0
shipped,7,20015,9.9,4,1,2,VB,29
ship's,6,1552,7.35,4,1,2,encl,0
shipshape,9,25,3.22,6,2,2,JJ,19
shipwrecked,11,126,4.84,7,2,3,JJ,19
shirk,5,167,5.12,3,1,1,VB,19
shirking,8,63,4.14,5,2,2,VB,19
Shirley's,9,29,3.37,5,2,2,encl,19
shivered,8,420,6.04,5,2,2,VB,19
shivery,7,15,2.71,5,3,2,JJ,19
shocked,7,4967,8.51,4,1,2,VB|JJ,22
shockingly,10,167,5.12,7,3,3,RB,19
shockproof,10,16,2.77,7,2,0,JJ,19
shod,4,113,4.73,3,1,1,JJ,19
shoeshine,9,45,3.81,5,2,2,VB,19
shone,5,397,5.98,3,1,1,VB,19
shook,5,4213,8.35,3,1,1,VB,0
shoplift,8,20,3,7,2,2,VB,19
shop's,6,143,4.96,4,1,0,?,19
shopworn,8,32,3.47,7,2,3,JJ,19
shorn,5,89,4.49,4,1,1,VB|JJ,19
shorten,7,1108,7.01,5,2,2,VB,19
shortened,9,1432,7.27,6,2,3,VB,0
shorter,7,7682,8.95,5,2,2,JJ,22
shortest,8,1475,7.3,7,2,2,JJ,0
shorthanded,11,128,4.85,10,3,3,JJ,19
shortly,7,9635,9.17,6,2,2,RB,15
shortsighted,12,299,5.7,9,3,3,JJ,19
should,6,594293,13.3,3,1,1,VB,26
shouldered,10,101,4.62,6,2,2,VB,19
shouldering,11,58,4.06,7,3,2,VB,19
shouldn't,9,30129,10.31,5,2,2,encl,9
shouted,7,2180,7.69,5,2,2,VB,0
shoved,6,1853,7.52,4,1,2,VB,0
shoveled,8,93,4.53,5,2,2,VB,19
shoving,7,835,6.73,5,2,2,VB,19
showed,6,22575,10.02,3,1,2,VB,29
showered,8,480,6.17,4,1,2,VB,19
showerhead,10,40,3.69,6,3,0,?,19
showering,9,367,5.91,5,2,2,VB,19
showery,7,2,0.69,4,2,2,JJ,19
shown,5,31872,10.37,3,1,2,VB,9
showy,5,119,4.78,3,2,2,JJ,19
shrank,6,209,5.34,5,1,1,VB,19
shredded,8,855,6.75,6,2,2,JJ,19
shrewd,6,290,5.67,4,1,1,JJ,19
shrewdest,9,13,2.56,7,2,2,JJ,19
shrewdly,8,22,3.09,6,2,2,RB,19
shrewish,8,30,3.4,5,2,2,JJ,19
shrieked,8,218,5.38,5,1,2,VB,19
shrill,6,479,6.17,4,1,1,JJ,19
shrilled,8,5,1.61,5,1,0,?,19
shrilly,7,46,3.83,6,2,2,RB,19
shrivel,7,137,4.92,5,2,1,VB,19
shriveled,9,125,4.83,6,2,2,VB|JJ,19
shrouded,8,256,5.55,6,2,2,VB,19
shrugged,8,1796,7.49,5,1,2,VB,0
shrugs,6,289,5.67,5,1,2,VB,19
shrunken,8,148,5,7,2,2,JJ,19
shudder,7,1770,7.48,4,2,1,VB,0
shuddered,9,663,6.5,5,2,2,VB,19
shuddering,10,357,5.88,6,3,2,VB,19
shuffled,8,778,6.66,5,2,2,VB,19
shun,4,925,6.83,3,1,1,VB,19
shunned,7,437,6.08,4,1,2,VB,19
shunning,8,122,4.8,5,2,2,VB,19
shuns,5,70,4.25,4,1,2,VB,19
shunted,7,121,4.8,6,2,2,VB,19
shuttered,9,68,4.22,5,2,3,VB|JJ,19
shutting,8,2003,7.6,5,2,2,VB,0
shuttled,8,63,4.14,5,2,2,VB,19
secularize,10,1,0,9,4,2,VB,19
secularized,11,76,4.33,10,4,3,VB|JJ,19
secure,6,14198,9.56,6,2,1,VB|JJ,15
secured,7,2586,7.86,7,2,2,VB,0
securely,8,1878,7.54,8,3,2,RB,0
securing,8,1116,7.02,8,3,2,VB,19
sedate,6,161,5.08,5,2,1,JJ|VB,19
sedately,8,18,2.89,7,3,2,RB,19
sedentary,9,232,5.45,8,4,1,JJ,19
sedimentary,11,183,5.21,11,5,2,JJ,19
seditious,9,97,4.57,7,3,2,JJ,19
seduce,6,545,6.3,5,2,2,VB,19
seduced,7,470,6.15,6,2,3,VB|JJ,19
seductive,9,611,6.42,8,3,3,JJ,19
sedulously,10,5,1.61,9,4,2,RB,19
see,3,580882,13.27,2,1,1,VB,26
seedless,8,79,4.37,6,2,2,JJ,19
seedy,5,246,5.51,4,2,2,JJ,19
seek,4,19663,9.89,3,1,1,VB,29
seeking,7,25347,10.14,5,2,2,VB,29
seeks,5,7881,8.97,4,1,2,VB,22
seem,4,122295,11.71,3,1,1,VB,11
seemed,6,37953,10.54,4,1,2,VB,9
seeming,7,1342,7.2,5,2,2,JJ|VB,19
seemingly,9,4699,8.46,7,3,3,RB,22
