shorn,5,4.49,4,1,1
shorten,7,7.01,5,2,2
shortened,9,7.27,6,2,3
shorter,7,8.95,5,2,2
shortest,8,7.3,7,2,2
shorthanded,11,4.85,10,3,3
shortly,7,9.17,6,2,2
shortsighted,12,5.7,9,3,3
should,6,13.3,3,1,1
shouldered,10,4.62,6,2,2
shouldering,11,4.06,7,3,2
shouldn't,9,10.31,5,2,2
shouted,7,7.69,5,2,2
shoved,6,7.52,4,1,2
shoveled,8,4.53,5,2,2
shoving,7,6.73,5,2,2
showed,6,10.02,3,1,2
showered,8,6.17,4,1,2
showerhead,10,3.69,6,3,0
showering,9,5.91,5,2,2
showery,7,0.69,4,2,2
shown,5,10.37,3,1,2
showy,5,4.78,3,2,2
shrank,6,5.34,5,1,1
shredded,8,6.75,6,2,2
shrewd,6,5.67,4,1,1
shrewdest,9,2.56,7,2,2
shrewdly,8,3.09,6,2,2
shrewish,8,3.4,5,2,2
shrieked,8,5.38,5,1,2
shrill,6,6.17,4,1,1
shrilled,8,1.61,5,1,0
shrilly,7,3.83,6,2,2
shrivel,7,4.92,5,2,1
shriveled,9,4.83,6,2,2
shrouded,8,5.55,6,2,2
shrugged,8,7.49,5,1,2
shrugs,6,5.67,5,1,2
shrunken,8,5,7,2,2
shudder,7,7.48,4,2,1
shuddered,9,6.5,5,2,2
shuddering,10,5.88,6,3,2
shuffled,8,6.66,5,2,2
shun,4,6.83,3,1,1
shunned,7,6.08,4,1,2
shunning,8,4.8,5,2,2
shuns,5,4.25,4,1,2
shunted,7,4.8,6,2,2
shuttered,9,4.22,5,2,3
shutting,8,7.6,5,2,2
shuttled,8,4.14,5,2,2
secularize,10,0,9,4,2
secularized,11,4.33,10,4,3
secure,6,9.56,6,2,1
secured,7,7.86,7,2,2
securely,8,7.54,8,3,2
securing,8,7.02,8,3,2
sedate,6,5.08,5,2,1
sedately,8,2.89,7,3,2
sedentary,9,5.45,8,4,1
sedimentary,11,5.21,11,5,2
seditious,9,4.57,7,3,2
seduce,6,6.3,5,2,2
seduced,7,6.15,6,2,3
seductive,9,6.42,8,3,3
sedulously,10,1.61,9,4,2
see,3,13.27,2,1,1
seedless,8,4.37,6,2,2
seedy,5,5.51,4,2,2
seek,4,9.89,3,1,1
seeking,7,10.14,5,2,2
seeks,5,8.97,4,1,2
seem,4,11.71,3,1,1
seemed,6,10.54,4,1,2
seeming,7,7.2,5,2,2
seemingly,9,8.46,7,3,3
seemly,6,3.58,5,2,1
seems,5,12.01,4,1,2
seen,4,11.99,3,1,2
seep,4,5.33,3,1,1
seeped,6,4.98,4,1,2
sees,4,9.41,3,1,2
seethe,6,3.85,3,1,1
segmental,9,3.22,8,3,2
segregate,9,5.26,8,3,3
segregated,10,6.24,10,4,4
seismic,7,6.74,6,2,2
seismological,13,3.66,11,5,4
seize,5,7.56,3,1,1
seized,6,7.91,4,1,2
seizing,7,6.36,5,2,2
seldom,6,8.4,6,2,1
selected,8,9.95,8,3,2
selecting,9,8.57,8,3,2
selective,9,8.39,8,3,2
selectively,11,7.35,10,4,3
selects,7,7.46,7,2,2
selfeffacing,12,0,10,4,4
selfish,7,8.38,6,2,2
selfless,8,5.83,7,2,2
self's,6,3.5,5,1,2
seller's,8,5.87,5,2,3
sells,5,9.48,4,1,2
semantic,8,7.63,8,3,2
semester's,10,3.91,8,3,2
semiarid,8,2.08,8,4,2
semiautomatic,13,5.24,12,6,4
semicircular,12,3.26,11,5,3
seminal,7,6.2,7,3,2
semiprecious,12,2.56,10,4,2
semipublic,10,2.83,10,4,0
semiquantitative,16,0,15,6,3
Semitic,7,6.34,7,3,2
semiweekly,10,2.71,9,4,3
semitropical,12,0.69,11,5,4
Senate's,8,4.93,6,2,2
sensed,6,6.99,5,1,2
senseless,9,7.29,7,2,2
senatorial,10,5.65,10,4,3
senator's,9,5.17,7,3,0
senescence,10,3.26,8,3,0
senescent,9,2.2,8,3,0
senile,6,6.3,5,2,1
sensational,11,6.61,9,4,4
senselessly,11,4.06,9,3,3
sensibly,8,6.05,8,3,3
sensitively,11,4.16,10,4,3
sensitize,9,4.34,8,3,2
sensitized,10,4.94,9,3,3
sensory,7,7.75,6,3,3
sensual,7,7.28,7,2,2
sensuous,8,6.21,7,2,2
sent,4,11.43,4,1,1
sentenced,9,7.7,7,2,2
sentient,8,7.22,6,2,2
sentimental,11,6.88,10,4,3
sentry's,8,0.69,7,2,2
separable,9,4.67,8,4,2
sentimentalize,14,1.61,12,5,4
separate,8,10.5,7,3,2
separated,9,8.76,9,4,3
separately,10,8.8,9,4,3
separates,9,7.07,8,3,3
separating,10,7.4,9,4,3
septic,6,6.14,6,2,1
sepulchral,10,2.08,9,3,2
sequenced,9,5.89,8,2,3
sequent,7,6.75,7,2,2
sequential,10,7.67,8,3,3
serenaded,9,3.18,9,4,2
serenely,8,4.29,7,3,2
serialize,9,4.68,8,3,3
seriously,9,10.31,8,3,2
sermonize,9,4.04,7,3,2
serrate,7,0,5,2,1
serrated,8,6.11,7,3,2
serve,5,10.21,3,1,1
served,6,9.78,4,1,2
serves,6,9.24,4,1,2
serviceable,11,5.51,8,4,3
servile,7,5.3,4,2,2
set's,5,4.91,4,1,2
settled,7,8.84,5,2,2
sevenfold,9,2.71,8,3,2
sever,5,6.73,4,2,1
several,7,12.05,6,2,1
severally,9,4.04,7,3,2
severe,6,9.32,5,2,1
severed,7,7,5,2,2
severely,8,8.65,7,3,2
severing,8,5.42,6,3,2
severs,6,4.29,5,2,2
sew,3,7.18,2,1,1
seward's,8,3.04,5,2,0
sewed,5,5.08,3,1,2
sewer's,7,0.69,4,1,3
sewn,4,6.33,3,1,2
sexed,5,4.19,5,1,2
sexless,7,4.92,7,2,2
sexual,6,10.42,7,2,2
sexualized,10,3.14,10,3,4
sexually,8,8.62,8,3,3
sexy,4,8.74,5,2,2
shabbily,8,3.85,6,3,2
shabby,6,6.32,4,2,1
shacked,7,3.5,4,1,2
shackled,8,5.5,5,2,2
shaded,6,6.98,5,2,2
shadowbox,9,1.61,8,3,2
shadowed,8,6.04,5,2,2
shadowy,7,6.19,5,3,2
shady,5,6.67,4,2,2
shafted,7,5.5,6,2,2
shaggy,6,6.37,4,2,2
shaken,6,7.1,5,2,2
Shakespeare's,13,6.18,8,2,0
shakily,7,4.33,6,3,3
shaky,5,7.01,4,2,2
shall,5,11,3,1,1
scattered,9,8.04,6,2,2
scatterbrained,14,3,10,3,3
scenic,6,7.23,5,2,2
scenics,7,3.91,6,2,0
scented,7,5.85,6,2,2
sceptic,7,4.58,7,2,1
sceptical,9,6.3,8,3,2
scholarly,9,7.81,7,3,3
scheduled,9,9.36,7,2,2
schematic,9,7.61,8,3,2
schematically,13,3.14,10,4,3
schematize,10,0,8,3,0
scheming,8,5.5,6,2,2
schizoid,8,5.06,7,2,1
schizophrenic,13,6.56,12,4,2
scholastic,10,6.23,9,3,2
scholastically,14,2.48,11,4,3
scholastics,11,4.22,10,3,0
schooled,8,5.41,5,1,2
scooped,7,6.01,5,1,2
scooping,8,5.04,6,2,2
scoot,5,5.42,4,1,1
schoolgirlish,13,1.1,9,3,3
schoolmaster's,14,0,10,3,3
school's,8,7.28,5,1,2
science's,9,5.04,7,2,3
scientifically,14,7.48,11,4,4
scientific,10,10.39,9,3,3
scintillate,11,2.48,7,3,1
scintillating,13,4.62,9,4,2
scoffed,7,5.46,5,1,2
scold,5,5.2,5,1,1
scolding,8,5.3,7,2,2
scooted,7,4.85,6,2,2
scoped,6,5.41,5,1,2
scorched,8,6.07,6,1,2
scored,6,8.45,5,1,2
scoreless,9,4.08,7,2,0
scorned,7,5.53,6,1,2
scornful,8,4.58,8,2,2
Scotchgard,10,2.2,8,2,0
Scotswoman,10,1.79,10,3,0
Scott's,7,6.92,5,1,2
Scotty's,8,4.22,6,2,0
scour,5,5.15,4,1,1
scoured,7,5.27,5,1,2
scouring,8,5.4,6,2,2
scours,6,3.4,5,1,2
scouted,7,4.17,6,2,2
scout's,7,4.32,5,1,0
scowl,5,4.88,4,1,1
scowled,7,4.6,5,1,2
scraggly,8,4.09,7,2,0
scraggy,7,1.1,6,2,2
scrambled,9,7.41,8,2,2
scrambling,10,7.09,9,3,2
scraped,7,6.44,6,1,2
scrapped,8,6.81,6,1,2
scrappy,7,4.71,6,2,2
scratched,9,7.2,6,1,2
scratchy,8,6.63,6,2,2
scrawled,8,5.67,6,1,2
scrawny,7,5.31,6,2,1
screamed,8,8.07,6,1,2
screeched,9,4.2,6,1,2
screeching,10,6.17,7,2,2
screechy,8,3.53,6,2,2
screened,8,7.3,6,1,2
screwed,7,9,5,1,2
screwy,6,6.29,5,2,2
scribbled,9,6.49,7,2,2
scrimmaged,10,0,8,2,2
scrimp,6,4.04,6,1,1
script's,8,3.95,7,1,2
scriptural,10,6.41,9,3,3
scrounge,8,5.54,6,1,1
scrubbed,8,5.64,6,1,2
scrubby,7,3.4,6,2,2
scruffy,7,5.35,6,2,2
scrumptious,11,4.16,9,2,1
scrupulous,10,5.55,10,3,2
scrupulously,12,5.15,12,4,3
scrutinize,10,5.21,8,3,2
scrutinized,11,5.62,9,3,3
scrutinizing,12,4.44,10,4,3
scull,5,4.39,4,1,1
sculpt,6,5.14,6,1,1
sculpted,8,5.84,8,2,2
sculptor's,10,1.39,8,2,3
sculptural,10,3.76,9,3,3
sculptured,10,4.69,8,2,3
scummy,6,5.08,5,2,2
scurried,8,4.88,6,2,2
scuttle,7,5.23,5,2,1
scuttled,8,4.43,6,2,2
scuttling,9,4.06,7,3,2
seaborne,8,3.71,6,2,2
sealed,6,9.24,4,1,2
seamless,8,7.43,6,2,2
sear,4,5.58,3,1,1
searched,8,8.48,4,1,2
searchingly,11,2.77,7,3,3
searing,7,5.92,5,2,2
sea's,5,4.09,3,1,2
seaside,7,6.58,5,2,2
seasonable,10,2.4,7,4,2
seasonal,8,7.31,6,3,2
seasonally,10,4.44,7,4,3
seasoned,8,7.47,5,2,2
season's,8,6.15,5,2,2
seated,6,7.73,5,2,2
seaward,7,4.74,5,2,2
seaworthy,9,4.13,6,3,3
secede,6,5.74,5,2,2
seceded,7,5.29,7,3,3
seclude,7,1.1,6,2,1
secluded,8,6.4,8,3,2
seclusive,9,1.1,8,3,0
secondary,9,9.45,9,4,1
secondarily,11,5.26,11,5,3
secondhand,10,5.81,10,3,2
secondly,8,8.64,8,3,2
secretarial,11,5.87,11,4,2
secretary's,11,5.12,10,4,2
secrete,7,5.28,6,2,1
secreted,8,5.59,8,3,2
secretive,9,6.22,8,3,2
secretly,8,7.71,8,3,2
sectarian,9,6.35,9,3,2
sectional,9,5.69,7,3,3
sectionalized,13,0,10,4,5
secular,7,8.25,7,3,1
sacrificial,11,6.44,9,4,3
sacrificing,11,7.13,10,4,3
sacrilegious,12,4.06,10,4,3
sadden,6,3.85,4,2,2
saddened,8,6.42,5,2,3
sadder,6,5.17,4,2,2
saddled,7,5.74,5,2,2
sadistic,8,6.62,8,3,3
sadly,5,8.49,5,2,2
safely,6,8.67,5,2,2
safer,5,8.52,4,2,2
safest,6,7.47,6,2,2
sag,3,6.77,3,1,1
sagged,6,4.79,4,1,2
sagging,7,5.67,5,2,2
said,4,12.77,3,1,2
sailed,6,6.92,4,1,2
sailorly,8,0,6,3,0
sainted,7,3.83,6,2,2
saintly,7,5.74,6,2,2
salable,7,4.62,6,3,2
salacious,9,4.62,7,3,1
salaried,8,7.1,7,3,2
salesman's,10,3.93,8,2,0
salient,7,6.24,7,2,2
salify,6,0,6,3,0
salivary,8,4.75,8,4,2
salivate,8,4.92,7,3,2
sallow,6,3.5,4,2,1
Sally's,7,6.01,5,2,2
salted,6,5.85,6,2,2
salter's,8,1.61,6,2,0
salting,7,4.37,6,2,2
saltlick,8,0,7,2,0
saltshaker,10,1.79,8,3,0
salty,5,6.84,5,2,2
salutary,8,4.22,9,4,1
saluted,7,4.96,7,3,2
Salvadorean,11,1.79,0,0,0
salve,5,7.52,4,1,1
salves,6,3.76,5,1,2
same,4,12.9,3,1,1
sampled,7,7.26,6,2,2
Sam's,5,7.15,4,1,0
sanctified,10,5.99,9,3,3
sanctify,8,4.58,8,3,2
sanctimonious,13,5.75,12,4,3
sanctioned,10,7.51,7,2,3
sanctuary's,11,1.95,10,4,3
sandcastle,10,3.5,9,3,0
saner,5,5.13,4,2,2
sanest,6,3.56,6,2,2
sang,4,8.56,3,1,1
sanguine,8,5.09,7,2,1
sanguineous,11,0,10,3,1
sanitary,8,6.16,8,4,2
sank,4,7.02,4,1,1
sans,4,7.95,4,1,1
Santa's,7,5.55,6,2,2
sapped,6,3.97,4,1,2
sappy,5,5.97,4,2,2
Sarah's,7,5.99,5,2,2
Sara's,6,4.25,5,2,0
sarcastic,9,7.95,9,3,2
sarcastically,13,6.09,11,4,3
sardonic,8,4.93,8,3,1
sassy,5,5.86,4,2,2
sat,3,10.41,3,1,1
Satanic,7,7.91,7,3,2
Satan's,7,6.56,5,2,2
sate,4,4.68,3,1,1
satiable,8,1.79,6,3,2
satiate,7,4.09,6,3,2
satiric,7,4.61,7,3,1
satirical,9,6.11,8,4,3
satirically,11,3.26,9,4,4
satirize,8,3.91,7,3,2
satirizes,9,2.71,9,4,3
satisfactorily,14,6.21,14,6,4
satisfactory,12,7.84,12,5,3
satisfied,9,9.27,8,3,3
satisfies,9,6.67,8,3,3
satisfy,7,8.63,7,3,2
saturate,8,5.61,7,3,2
saturated,9,7.17,9,4,3
Saturday's,10,6.26,7,3,3
sauced,6,2.08,4,1,2
saucy,5,4.8,4,2,2
saute,5,6.42,4,2,1
savagely,8,5.36,7,3,2
saved,5,9.8,4,1,2
savored,7,4.96,5,2,2
savvy,5,6.97,4,2,1
says,4,12.2,3,1,2
scabbed,7,3.3,5,1,2
scabby,6,3.93,5,2,2
scalar,6,6.81,5,2,2
scald,5,4.74,5,1,1
scalded,7,5.03,7,2,2
scaled,6,7.26,5,1,2
scalloped,9,4.67,7,2,2
scaly,5,5.25,5,2,2
scamper,7,4.32,6,2,1
scandalous,10,5.95,8,3,2
scandalize,10,2.48,8,3,2
scandalized,11,4.06,9,3,3
scanned,7,8.22,5,1,2
scant,5,6.38,5,1,1
scarce,6,7.54,5,1,1
scarcely,8,6.61,7,2,2
scarecrowish,12,0,9,3,0
scared,6,8.95,5,1,2
scarify,7,2.71,7,3,2
scaring,7,6.26,6,2,2
scarred,7,6.2,5,1,2
scary,5,8.66,5,2,2
scathingly,10,3.53,8,3,3
roasted,7,6.73,6,2,2
robbed,6,7.22,4,1,2
robbing,7,6.97,5,2,2
Robby's,7,2.83,5,2,0
robed,5,5.12,4,1,2
Robinson's,10,5.61,8,3,3
Rob's,5,5.88,4,1,2
rockabye,8,1.61,6,3,0
rockbound,9,1.39,7,2,2
rocked,6,6.92,4,1,2
rocket's,8,4.92,6,2,2
Rockettes,9,3.09,6,2,0
rode,4,7.88,3,1,1
Rod's,5,4.83,4,1,2
roiling,7,4.25,5,2,0
roleplayed,10,3.37,7,2,3
rolled,6,8.81,4,1,2
rollicking,10,4.14,7,3,2
Romanesque,10,2.83,8,3,3
romantically,12,5.72,10,4,2
romanticize,11,3.53,10,4,2
Romeo's,7,3.26,6,3,2
Rome's,6,4.44,4,1,0
romped,6,3.33,5,1,2
roofed,6,3.56,4,1,2
roofer's,8,0,5,2,3
room's,6,5.28,4,1,2
roomy,5,5.47,4,2,2
Roosevelt's,11,4.93,9,3,0
rooted,6,7.35,5,2,2
rootless,8,4.37,6,2,2
roped,5,4.82,4,1,2
Rorschach,9,5.02,6,2,0
Rose's,6,5.66,5,2,2
rosy,4,6.76,4,2,2
rotate,6,8.12,5,2,2
rotated,7,7.12,7,3,3
rotates,7,6.39,6,2,3
rotating,8,7.96,7,3,3
rotationally,12,2.77,9,5,5
rots,4,5.18,4,1,2
rotten,6,7.78,4,2,2
rotting,7,6.84,5,2,2
rotund,6,4.37,6,2,1
rough,5,9.23,3,1,1
roughed,7,4.63,4,1,2
roughen,7,3.56,4,2,2
roughened,9,3.58,5,2,3
rougher,7,5.88,4,2,2
roughest,8,4.19,6,2,2
roughish,8,0.69,5,2,2
roughly,7,9.27,5,2,2
roughshod,9,4.68,6,2,2
rounded,7,8.13,6,2,2
roundly,7,5.32,6,2,2
round's,7,4.48,5,1,2
rouse,5,6.29,3,1,1
roused,6,4.88,4,1,2
rousing,7,5.73,5,2,2
Rousseau's,10,3.3,5,2,2
routed,6,7.58,5,2,2
routinely,9,8.17,7,3,2
rove,4,3.66,3,1,1
roved,5,2.3,4,1,2
rowdy,5,6.04,4,2,1
rowed,5,4.67,3,1,2
Roy's,5,5.37,3,1,2
rubbed,6,8.11,4,1,2
rubberized,10,4.23,7,3,4
rubbery,7,5.73,5,3,3
rudderless,10,3.14,7,3,2
ruddy,5,5.53,4,2,1
rudely,6,6.21,5,2,2
ruefully,8,4.17,5,3,3
ruffle,6,4.62,4,2,1
ruffled,7,5.15,5,2,2
rugged,6,7.01,5,2,1
ruggedly,8,3.64,7,3,2
ruined,6,8.01,5,1,2
ruining,7,7.08,6,2,2
ruinous,7,4.7,6,2,2
ruled,5,8.71,4,1,2
ruling's,8,0,6,2,0
rumbled,7,4.88,6,2,2
ruminate,8,4.25,7,3,2
rummage,7,5.17,5,2,1
rummaged,8,4.8,6,2,2
rummaging,9,5.46,7,3,2
rumored,7,7.57,5,2,2
rumple,6,3.43,5,2,1
rumpled,7,4.26,6,2,2
rundown,7,6.55,6,2,2
rung,4,6.33,3,1,1
runic,5,5.2,5,2,1
runny,5,5.8,4,2,2
ruptured,8,5.74,6,2,3
rushed,6,7.76,4,1,2
Russell's,9,5.55,5,2,2
Russia's,8,7.21,5,2,2
rusted,6,6.34,6,2,2
rustic,6,5.67,6,2,1
rusting,7,5.5,6,2,2
rustled,7,3.71,5,2,2
rustproof,9,3.04,8,2,2
ruthless,8,7.06,6,2,2
Ruth's,6,4.93,4,1,0
rutted,6,3.66,5,2,2
sacral,6,3.97,6,2,2
sacred,6,8.87,6,2,2
sacrificed,10,7.37,9,3,3
retool,6,3.78,5,2,0
retorted,8,5.44,8,3,3
retouch,7,3.93,5,2,2
retrace,7,6.2,6,2,2
retraced,8,3.74,7,2,3
retract,7,7.19,7,2,2
retracted,9,6.15,9,3,3
retractile,10,0,9,3,0
retranslated,12,2.94,12,4,3
retreated,9,6.3,8,3,2
retreating,10,5.98,8,3,2
retrieved,9,7.87,7,2,2
retroactive,11,6.37,10,4,3
retrograde,10,5.72,9,3,1
retrogress,10,1.39,9,3,2
retrogressive,13,3.74,11,4,3
returned,8,10.07,6,2,2
reunite,7,5.48,7,3,3
reunited,8,6,9,4,4
reusable,8,7.06,8,4,3
reuse,5,7.83,5,2,2
revalue,7,2.56,7,3,2
revamped,8,6.15,7,2,3
revealed,8,9.1,6,2,2
revealing,9,8.22,7,3,2
reveals,7,8.17,6,2,2
revelatory,10,3.83,10,5,2
reveled,7,4.32,5,2,2
reveling,8,4.67,7,3,0
revenuers,9,2.08,8,4,0
reverberate,11,3.74,9,4,1
revere,6,6.23,5,2,1
revered,7,6.46,6,2,2
reverberated,12,4.23,11,5,2
reverent,8,4.62,8,3,2
reverential,11,3.83,9,4,3
reverently,10,4.36,10,4,3
reversed,8,8.26,6,2,3
reverses,8,6.19,7,3,3
reversible,10,6.54,8,4,3
revert,6,7.17,5,2,2
reverted,8,6.09,7,3,3
reviewed,8,8.65,6,2,3
revile,6,4.56,5,2,1
reviled,7,5.59,6,2,2
revise,6,7.89,5,2,2
revised,7,10.14,6,2,3
revising,8,6.38,7,3,3
revisionist,11,7.13,9,4,4
revisited,9,6.62,9,4,3
revive,6,7.01,5,2,2
revitalize,10,5.34,8,4,3
revived,7,7.07,6,2,3
revivified,10,2.77,9,4,4
revivify,8,2.64,8,4,3
reviving,8,5.98,7,3,3
revocable,9,4.28,8,4,3
revoke,6,6.31,5,2,2
revoked,7,6.98,6,2,3
revolted,8,5.39,8,3,2
revolting,9,6.36,8,3,2
revolutionize,13,5.77,10,5,3
revolutionized,14,5.51,11,5,4
revolution's,12,3.91,9,4,3
revolved,8,5.63,7,2,3
revolves,8,6.61,7,2,3
revolving,9,6.71,8,3,3
revved,6,4.95,4,1,2
rewarded,8,7.84,8,3,2
rewarding,9,7.73,8,3,2
reword,6,4.83,5,2,2
rewritten,9,7.4,6,3,3
rewrote,7,6.25,5,2,2
rhapsodize,10,3.09,8,3,2
rhetorical,10,7.38,8,4,2
rheumatic,9,4.22,7,3,2
rheumatoid,10,5.57,7,3,2
rhythmic,8,6.77,6,2,2
rhythmical,10,3.33,7,3,3
rhythmically,12,5.91,8,3,3
ribbed,6,5.08,4,1,2
ribonucleic,11,2.56,11,5,3
Richard's,9,6.09,6,2,2
richest,7,6.89,6,2,2
richly,6,6.04,5,2,2
rickety,7,4.69,6,3,2
Rickey's,8,1.79,5,2,3
ricocheted,10,3.76,7,3,2
rid,3,9.91,3,1,1
ridden,6,7.49,4,2,2
riddled,7,6.09,5,2,2
rider's,7,5.78,5,2,3
ridiculed,9,6.67,9,3,2
ridiculing,10,5.55,10,4,2
ridiculous,10,9.22,10,4,2
rife,4,6.17,3,1,1
riffle,6,4.32,4,2,1
rifled,6,5.45,5,2,2
rifleman's,10,1.95,8,3,3
riflemen's,10,1.61,8,3,3
rifle's,7,4.13,5,2,2
rigged,6,6.65,4,1,2
righteous,9,8.33,5,2,2
rightfield,10,1.61,7,2,0
rightful,8,6.81,5,2,2
rightfully,10,6.93,6,3,3
rightist,8,5.7,6,2,2
rightly,7,7.69,5,2,2
rightward,9,4.04,6,2,2
rigid,5,8.05,5,2,1
rigidly,7,5.86,7,3,2
rigorous,8,7.39,6,3,2
rigorously,10,6.05,8,4,3
rile,4,5.09,3,1,1
rimless,7,2.4,6,2,2
rimmed,6,4.87,4,1,2
ringed,6,5.48,4,1,2
ringler's,9,0,8,3,0
rinker,6,3.95,5,2,0
rioted,6,4.32,6,2,2
riotous,7,4.49,6,2,2
ripen,5,4.41,5,2,2
ripened,7,3.89,6,2,3
ripening,8,4.03,7,3,3
ripped,6,8.71,4,1,2
ripping,7,7.73,5,2,2
rippled,7,5.51,5,2,2
rippling,8,5.8,6,3,2
risen,5,7.48,4,2,2
risked,6,6.13,5,1,2
risking,7,7.19,6,2,2
risky,5,7.81,5,2,2
risque,6,5.54,5,2,1
ritualistic,11,5.65,11,4,3
ritualized,10,4.52,9,3,3
ritzy,5,4.03,5,2,2
rivaled,7,4.57,5,2,2
rivalled,8,3.4,5,2,2
rival's,7,3.47,5,2,2
riverside's,11,1.79,8,3,3
riveting,8,5.24,7,3,2
roadbuilding,12,2.3,9,3,3
road's,6,3.69,4,1,0
roadworthy,10,2.4,7,3,3
roam,4,7,3,1,1
roamed,6,5.65,4,1,2
roaming,7,6.67,5,2,2
roared,6,6.03,4,1,2
roaring,7,6.71,5,2,2
repeats,7,7.81,6,2,2
repel,5,6.45,5,2,2
repelled,8,5.55,6,2,3
repellent,9,5.51,8,3,3
repels,6,4.58,6,2,3
repent,6,7.3,6,2,1
repentant,9,7.18,9,3,2
repetitious,11,5.15,9,4,2
repetitive,10,8.71,9,4,2
rephrased,9,5.56,7,2,3
replaced,8,9.93,7,2,3
replanted,9,3.33,9,3,3
replenish,9,5.99,8,3,3
replenished,11,5.28,9,3,4
replete,7,5.96,6,2,2
replicate,9,6.96,8,3,3
replied,7,9.51,6,2,2
reponses,8,5.69,8,3,0
reported,8,10.35,8,3,3
reportedly,10,8.24,10,4,4
reposed,7,3.33,6,2,3
reportorial,11,0.69,10,4,4
repossess,9,3.26,7,3,2
repot,5,3.99,5,2,2
reprehend,9,0,9,3,2
reprehensible,13,6.58,12,5,3
represent,9,9.98,9,3,1
representational,16,5.11,14,6,3
represented,11,9.13,11,4,2
represents,10,9.26,10,3,2
repress,7,5.7,6,2,2
repressed,9,7.05,7,2,3
repressive,10,6.76,8,3,3
reprimanded,11,5.5,11,4,2
reprinted,9,8.02,9,3,3
reproaches,10,3.47,8,3,2
reproachful,11,2.3,8,3,2
reprobating,11,0,10,4,2
reproduce,9,8.45,8,3,3
reproduced,10,7.95,9,3,4
reproduces,10,5.47,10,4,4
reproducible,12,6.17,11,5,4
reproducibly,12,3.22,12,5,5
reproducing,11,6.71,10,4,4
reproductive,12,7.6,11,4,4
reprove,7,3.47,6,2,1
reprovingly,11,0,10,4,3
reptilian,9,5.89,9,3,2
repudiate,9,5.48,9,4,1
repudiated,10,5.02,11,5,2
repugnant,9,6.42,9,3,2
repulse,7,4.83,6,2,2
repulsed,8,5.78,7,2,3
repulsive,9,6.62,8,3,3
reputable,9,8.11,9,4,3
reputation's,12,0,10,4,4
reputed,7,6.54,8,3,3
reputedly,9,5.38,10,4,4
requested,9,9.53,9,3,3
require,7,10.76,6,2,2
required,8,11.4,7,2,3
requires,8,10.75,7,2,3
requiring,9,9.03,8,3,3
requisite,9,6.93,8,3,2
requisitioned,13,3.26,10,4,4
reread,6,7.48,5,2,2
rescind,7,5.56,6,2,1
rescinded,9,5.51,8,3,2
rescued,7,7.34,7,2,2
rescuing,8,6.19,8,3,2
resealed,8,4.49,6,2,3
researchable,12,2.77,8,4,3
researching,11,8.28,7,3,3
reseat,6,4.44,5,2,2
resemble,8,7.76,7,3,2
resembled,9,6.56,8,3,3
resembles,9,7.58,8,3,3
resembling,10,7.23,9,4,3
resent,6,7.55,6,2,1
resented,8,5.67,8,3,2
resentful,9,5.74,8,3,2
reserved,8,9.65,6,2,2
reserving,9,6.17,7,3,2
resettle,8,4.16,6,3,2
reshaped,8,5.42,6,2,3
reshapes,8,2.4,6,2,3
reside,6,8.06,5,2,1
resided,7,6.11,7,3,2
resinous,8,2.89,7,3,0
resiny,6,0,5,3,2
residential,11,8.12,9,4,3
residentially,13,4.16,10,5,4
resides,7,7.71,6,2,2
resifted,8,0,0,0,0
resign,6,7.38,5,2,1
resigned,8,7.52,6,2,2
resignedly,10,3.93,9,4,3
resilient,9,5.53,9,3,2
resist,6,8.99,6,2,2
resistant,9,10.34,8,3,3
resisted,8,7.09,8,3,3
resistible,10,1.95,9,4,3
resistive,9,5.66,8,3,3
resists,7,6.25,7,2,3
resole,6,2.77,5,2,0
resolute,8,5.11,7,3,1
resolutely,10,5.2,9,4,2
resolved,8,8.78,7,2,3
resolves,8,7.05,7,2,3
resolving,9,7.54,8,3,3
resonant,8,6.58,8,3,3
resonate,8,5.63,7,3,3
resorted,8,6.77,8,3,2
resound,7,4.16,6,2,1
resounding,10,6.41,8,3,2
resounds,8,3.18,7,2,2
resourceful,11,6.08,8,3,2
resourcefully,13,0.69,10,4,3
respected,9,8.82,9,3,2
respectful,10,7.08,9,3,2
respectable,11,7.59,10,4,2
respecting,10,7.42,9,3,2
respectively,12,8.69,11,4,3
respiratory,11,7.1,11,5,4
respire,7,3.58,6,2,2
resplendent,11,5.84,11,3,2
responded,9,9.51,9,3,2
respondent's,12,3.91,11,3,3
responds,8,8.35,8,2,2
responsible,11,10.76,10,4,1
responsibly,11,6.6,11,4,2
responsive,10,7.94,9,3,2
responsively,12,2.48,11,4,3
restage,7,1.61,6,2,0
restate,7,6.18,6,2,2
restates,8,3.5,7,2,3
restauranteur,13,2.64,0,0,0
rested,6,7.22,6,2,2
restful,7,4.91,6,2,2
resting,7,7.82,6,2,2
restive,7,3.71,6,2,2
restively,9,0,8,3,0
restless,8,6.86,7,2,2
restock,7,4.94,6,2,2
restorability,13,0,13,6,0
restore,7,9.27,6,2,1
restored,8,8.37,7,2,2
restrain,8,6.77,7,2,2
restrained,10,6.95,8,2,3
restrains,9,3.99,8,2,3
restrict,8,8.94,8,2,2
restricted,10,9.08,10,3,3
restricting,11,8.07,10,3,3
restricts,9,6.71,9,2,3
restructure,11,6.42,9,3,3
restructured,12,5.5,10,3,4
