MICROCYTOCHEMISTRY,18,0,17,7,NN
dabbles,7,3.37,5,2,VB
microelectronics,16,7.24,16,6,NN
dabbling,8,5.5,6,3,VB
dabs,4,3.58,4,1,VB
dactylic,8,0,8,3,JJ
MICROFOSSILS,12,1.79,10,4,NN
micromesh,9,2.2,8,3,NULL
MICROMETEORITE,14,1.61,12,5,NN
MICROMETEORITES,15,2.48,13,5,NN
daft,4,6.32,4,1,JJ
MICROSOMAL,10,4.08,NULL,NULL,NULL
dafter,6,1.1,5,2,JJ
midcourse,9,2.08,7,2,NN
midden,6,4.93,4,2,NN
middens,7,4.17,5,2,NN
middies,7,3,5,2,NN
middlebrows,11,0,8,3,NN
daftest,7,1.79,7,2,JJ
middlemen,9,5.26,7,3,NN
MIDDLETOWN,10,6.68,7,3,NN
middleweights,13,3.18,8,3,NN
middlings,9,0,7,3,NN
middy,5,1.79,4,2,NN
midges,6,3.56,5,2,NN
midgets,7,5.24,6,2,NN
midi,4,9.61,4,2,NN
midinette,9,0,6,3,NN
midinettes,10,0,7,3,NN
midis,5,4.25,5,2,NN
Midlands,8,6.03,8,2,NN
midpoints,9,3.53,8,2,NN
midriffs,8,1.39,7,2,NN
midships,8,1.39,7,2,NN
midwicket,9,1.39,8,3,NULL
midwickets,10,0,9,3,NULL
midwifery,9,5.25,9,4,NN
daftly,6,0,6,2,RB
MIDWOOD,7,0,6,2,NN
mien,4,4.51,3,1,NN
miens,5,2.08,4,1,NN
miffing,7,0,5,2,NULL
miffs,5,1.39,4,1,NULL
MIG,3,7.16,3,1,NN
DAGGERMAN,9,0,7,3,NN|VB
mightn't,8,4.36,5,2,encl
MIGLIA,6,2.3,6,3,NULL
MIGNON,6,4.77,6,2,NN
daily,5,10.57,4,2,JJ|NN|RB
migraines,9,5.72,7,2,NN
migrations,10,5.99,8,3,NN
MIGS,4,5.26,4,1,NULL
MIJ,3,6.86,NULL,NULL,NULL
MIJBIL,6,0,NULL,NULL,NULL
MIJBIL'S,8,0,NULL,NULL,NULL
mikado,6,5.21,6,3,NN
mikados,7,1.79,7,3,NN
MIKEEN,6,0,NULL,NULL,NULL
mikes,5,6.55,4,1,NN
MIKHAIL,7,7.25,5,2,NN
MIKOYAN,7,2.94,7,3,NULL
MIL,3,8.39,3,1,NN
marc,4,9.48,4,1,NN
marcasite,9,1.1,8,3,NN
MARCEL'S,8,2.89,NULL,NULL,NULL
MARCELLO,8,5.61,7,3,NN
MARCHAND,8,5.46,8,2,NULL
marchers,8,5.25,6,2,NN
daintier,8,0,6,2,JJ
marchioness,11,1.39,8,3,NN
marchionesses,13,0,10,4,NN
MARCILE,7,0,6,2,NN
MARCIUS,7,4.5,NULL,NULL,NULL
MARCMANN,8,0,7,2,NULL
MARCOS,6,7.95,6,2,NN
MARDI,5,7.07,5,2,NULL
MARDIS,6,3.33,6,2,NULL
MARELLA,7,2.2,5,3,NULL
MARENZIO,8,2.48,NULL,NULL,NULL
MARGARETVILLE,13,0,10,4,NULL
MARGARITO,9,1.61,9,4,NULL
MARGENAU,8,0.69,6,2,NULL
MARGO,5,7.34,5,2,NN
Margrave,8,3.5,7,2,NN
marguerite,10,6.34,8,3,NN
marguerites,11,0,9,3,NN
MARIANO,7,5.7,7,3,NN
MARIETTA,8,7.12,7,4,NN
marigolds,9,4.65,9,3,NN
marimbas,8,3.33,8,3,NN
MARIN,5,7.72,5,2,NN
daintiest,9,0,8,3,JJ
daintily,8,3.87,7,3,RB
dainty,6,5.51,5,2,JJ
dairying,8,3.22,6,3,VB|NN|JJ
mariners,8,5.96,7,3,NN
MARION,6,7.58,6,2,NN
MARIS,5,5.48,5,2,NN
MARIS'S,7,1.1,8,4,NULL
MARITAIN'S,10,0.69,9,4,NULL
dallied,7,2.77,5,2,VB
marjoram,8,4.09,8,3,NN
MARJORIE,8,6.6,7,3,NN
markdowns,9,3.04,8,2,NN
MARKEL,6,4.32,5,2,NN
marketeer,9,4.16,8,3,NN
marketeers,10,4.84,9,3,NN
marketer,8,5.87,7,3,NN
marketers,9,6.48,8,3,NN
marketplaces,12,5.18,12,4,NN
dallies,7,1.39,5,2,VB
MARKOVITZ,9,0.69,9,3,NULL
marksmen,8,4.37,8,2,NN
markswoman,10,0,10,3,NN
markswomen,10,0,10,3,NULL
markups,7,4.69,7,2,NN
marl,4,4.71,4,1,NN
marline,7,2.71,6,2,NN
marlines,8,0,7,2,NULL
marlinespike,12,0,10,3,NN
marlinespikes,13,0,11,3,NULL
MARLOWE,7,6.1,5,2,NN
MARLOWE'S,9,3.37,6,2,NULL
MARMARA,7,4.19,6,3,NN
MARMEE,6,0.69,5,2,NULL
MARMI,5,2.48,NULL,NULL,NULL
MARMON,6,2.77,6,2,NULL
dally,5,3.89,4,2,VB
marmosets,9,3.18,9,3,NULL
marmot,6,4.84,6,2,NN
marmots,7,3.43,7,2,NN
MAROC,5,4.51,5,2,NN
marocain,8,2.3,7,3,NN
MAROCAINE,9,1.61,7,3,NULL
dallying,8,3,6,3,VB|NN|JJ
Dalmatian,9,5.68,7,3,JJ|NN
MAROY,5,0,NULL,NULL,NULL
marque,6,5.51,4,1,NN
marques,7,5.34,5,1,NN
MARQUESS,8,3.47,7,2,NN
MARQUET,7,2.08,NULL,NULL,NULL
marquetry,9,2.83,8,3,NN
MARQUETTE,9,6.8,6,2,NN
marquises,9,1.1,9,3,NN
MARR,4,5.77,3,1,NN
MARR'S,6,1.95,6,2,NN
marram,6,0,5,2,NULL
marriageability,15,0,12,6,NN
marrowbone,10,1.1,7,3,NN
marrowfat,9,2.64,7,3,NN
marrowfats,10,0,8,3,NN
marrows,7,2.08,5,2,NN
Marsala,7,4.84,7,3,NN
MARSDEN,7,5.99,7,2,NN
Marseillaise,12,4.13,8,3,NN
MARSEILLES,10,4.62,5,2,NN
MARSHAL'S,9,3.47,7,2,NULL
DALY,4,7.51,4,2,RB
dam,3,8.12,3,1,NN|VB
damage,6,10.66,5,2,NN|VB
MARSHLANDS,10,2.71,9,2,NN
MARSICANO,9,0,9,4,NULL
MARSKMEN,8,0,NULL,NULL,NULL
MARSTON,7,6.11,7,2,NULL
marsupials,10,4.94,10,3,NN
marten,6,5.74,5,2,NN
martens,7,5.52,6,2,NN
damaged,7,8.96,6,2,VB|JJ
MARTINELLI,10,3.3,8,4,NN
martinet,8,2.56,7,3,NN
martinets,9,0,8,3,NN
MARTINEZ,8,7.88,8,3,NN
MARTINGALE,10,4.72,8,3,NN
MARTINIQUE,10,4.94,8,3,NN
Martinmas,9,0.69,8,3,NN
Martinmases,11,0,10,4,NN
martins,7,6.56,6,2,NN
martyrdoms,10,1.39,9,3,NN
damages,7,8.36,7,3,NN|VB
damaging,8,8.13,7,3,JJ|VB
MARUM,5,0,NULL,NULL,NULL
MARV,4,6.48,4,1,NN
damascened,10,0,8,3,JJ
damascening,11,0,9,4,VB
Marxism,7,6.88,8,3,NN
Marxists,8,6.08,9,2,NN
MARYED,6,0,NULL,NULL,NULL
MARYINSKY,9,0.69,9,3,NN
marzipans,9,0,9,3,NN
MASARYK,7,3.04,6,3,NN
mascots,7,4.88,7,2,NN
masculines,10,1.39,10,3,NULL
maser,5,4.3,4,2,NN
masers,6,3.09,5,2,NN
mashers,7,2.64,5,2,NN
dammed,6,5.06,4,1,VB
mashie,6,1.39,4,2,NN
mashies,7,0,5,2,NN
damming,7,3.87,5,2,VB|NN|JJ
masochists,10,4.68,9,3,NN
masonics,8,0,8,3,NULL
masque,6,5.71,4,1,NN
damn,4,10.32,3,1,JJ|VB|NN|RB|minor
masquerader,11,3.58,9,4,NN
masqueraders,12,2.64,10,4,NN
MASQUERS,8,0,NULL,NULL,NULL
masques,7,3.53,5,1,NN
damnable,8,4.56,7,3,JJ
damnably,8,3.66,8,3,RB
massages,8,5.9,7,3,NN
masseurs,8,2.48,6,2,NN
masseuses,9,3.78,7,3,NN
damned,6,9.06,4,1,JJ|VB
damnedest,9,4.67,7,2,JJ
massif,6,3.09,5,2,NN
massifs,7,0.69,6,2,NN
MASSIMO,7,6.12,7,3,NN
damning,7,6.18,5,2,VB
massiveness,11,2.56,8,3,NN
MASSON,6,5.41,5,2,NULL
MASSUH,6,0,5,2,NULL
damns,5,3.87,4,1,VB|NN
mastectomies,12,2.2,11,4,NN
damp,4,7.45,4,1,NN|VB|JJ
masterliness,12,0,10,4,NN
damped,6,4.96,5,1,VB
dampen,6,5.84,6,2,VB
MASTERPICE,10,1.79,8,3,NULL
masterships,11,0,9,3,NN
masterstroke,12,2.94,10,3,NN
masterstrokes,13,0,11,3,NN
masterwork,10,3.85,8,3,NN
masterworks,11,4.9,9,3,NN
mastheads,9,1.1,8,2,NN
mastic,6,3.22,6,2,NN
dampened,8,4.94,7,2,VB|JJ
dampening,9,6,8,3,JJ|VB
dampens,7,3.04,7,2,VB
mastiffs,8,4.69,7,2,NN
mastitis,8,4.57,8,3,NN
damper,6,6.18,5,2,NN|JJ
MASTOIDEUS,10,0,NULL,NULL,NULL
mastoiditis,11,0,10,4,NN
mastoids,8,0,7,2,NN
dampest,7,0,7,2,JJ
damping,7,7.58,6,2,VB
dampish,7,2.2,6,2,JJ
damply,6,1.39,6,2,RB
MASU,4,3.3,NULL,NULL,NULL
MASU'S,6,0,6,2,NULL
matadors,8,3.78,8,3,NN
MATAMORAS,9,2.08,9,4,NULL
matchboxes,10,3.47,9,3,NN
matchet,7,0,5,2,NULL
matchets,8,0,6,2,NULL
damps,5,3.26,5,1,VB|NN
matchlock,9,2.77,6,2,NN
matchlocks,10,1.95,7,2,NN
matchmakers,11,3.81,8,3,NN
matchsticks,11,3.09,8,2,NN
MATEO,5,7.49,5,3,NULL
MATER,5,6.65,4,2,NN
dams,4,6.42,4,1,NN|VB
materialists,12,4.39,12,4,NN
dance,5,10.17,4,1,NN|VB
MATERIEL,8,5.69,8,4,NN
materializations,16,1.39,14,6,NN
danced,6,7.31,5,1,VB
dancelike,9,0,7,2,VB|NN|JJ
mathematicians,14,7.2,11,5,NN
MATHESON,8,5.84,6,3,NN
MATHEWSON,9,4.22,7,3,NN
MATHIAS,7,6.36,6,2,NN
maths,5,7.29,4,1,NN
MATHUES,7,0,7,2,NN
MATINALS,8,0,NULL,NULL,NULL
matinees,8,4.04,6,3,NN
matins,6,3.93,5,2,NN
MATISSES,8,0,NULL,NULL,NULL
MATLOWSKY,9,0,8,3,NN
matriarchies,12,1.1,10,4,NN
matriarchs,10,3.18,9,3,NN
matric,6,3.66,6,2,NN
matrices,8,7.05,8,3,NN
matricides,10,0,9,3,NN
matrics,7,1.95,7,2,NULL
dances,6,8.08,6,2,NN|VB
DANCHIN,7,0,6,2,NN|VB
dancing,7,9.44,6,2,NN|VB
matriculations,14,0,13,5,NN
matrixes,8,4.89,9,3,NN
dander,6,5.02,5,2,NN|VB
matrons,7,3.33,7,2,NN
MATSON,6,4.89,5,2,NN
MATSU,5,4.08,5,2,NN
MATSUO,6,3.69,6,3,NULL
MATSUO'S,8,0.69,NULL,NULL,NULL
MATSYENDRA,10,0,NULL,NULL,NULL
MATTATHIAS,10,1.95,8,4,NN
MATTEI,6,3.53,4,2,NULL
dandier,7,0,6,2,JJ
MATTIE,6,5.47,4,2,NN
mattock,7,1.95,5,2,NN
mattocks,8,2.08,6,2,NULL
MATUNUCK,8,0.69,NULL,NULL,NULL
dandiest,8,0.69,8,3,JJ
dandified,9,0.69,8,3,JJ|VB
dandifies,9,0,8,3,VB
dandify,7,0,7,3,VB
dandifying,10,0,9,4,VB|NN|JJ
dandily,7,0,7,3,RB
dandle,6,0,5,2,VB|NN
MAUCH,5,4.09,3,1,NULL
MAUDE,5,5.3,3,1,NULL
MAUDE'S,7,1.61,5,2,NULL
dandled,7,0.69,6,2,VB|JJ
MAULDIN,7,4.22,6,2,NN
dandles,7,0,6,2,VB|NN
dandling,8,0,7,3,VB|NN|JJ
maulstick,9,0,7,2,NN
maulsticks,10,0,8,2,NULL
dandy,5,7.11,5,2,JJ|NN
DANG,4,7.37,3,1,JJ
DANGED,6,4.41,4,1,JJ
dangerous,9,10.01,7,3,JJ
maundies,8,0,6,2,NULL
maundy,6,1.1,5,2,NN
MAURIER,7,3.56,NULL,NULL,NULL
MAURINE,7,3.4,6,3,NULL
dangerously,11,7.02,9,4,RB
Mauritanians,12,0,11,4,NN
dangle,6,5.62,5,2,VB
Mauritians,10,0,7,3,NN
Mauritius,9,5.55,7,3,NN
mausoleums,10,1.79,9,3,NN
mauves,6,1.61,4,1,NN
mavis,5,5.23,5,2,NN
mavises,7,0,7,3,NN
maw,3,5.53,2,1,NN
dangled,7,5.4,6,2,VB
dangles,7,3.89,6,2,VB
mawkishness,11,0,8,3,NN
MAWR,4,5.67,3,1,NULL
maws,4,2.94,3,1,NN
MAXENTIUS,9,1.39,NULL,NULL,NULL
MAXIM'S,7,3.04,8,3,NULL
dangling,8,7.01,7,3,VB
maximizations,13,0,12,5,NN
Maxims,6,6.01,7,2,NN
maxis,5,6.76,6,2,NULL
maybeetle,9,0,6,3,NULL
maybeetles,10,0,7,3,NULL
Danish,6,7.71,5,2,JJ|NN
dank,4,6.39,4,1,JJ|NN
maydays,7,0.69,5,2,NN
MAYE,4,4.45,2,1,NULL
MAYER,5,7.13,3,1,NN
MAYFAIR,7,6.12,5,2,NN
mayflies,8,2.64,6,2,NN
mayn't,6,1.95,5,1,encl
MAYNARD,7,7.29,5,2,NN
MAYNOR,6,5.74,4,2,NULL
mayoralties,11,1.1,8,4,NN
mayoralty,9,2.48,7,4,NN
mayoress,8,1.39,6,2,NN
mayoresses,10,0,8,3,NN
mayors,6,5.73,5,1,NN
danker,6,2.3,5,2,JJ
maypoles,8,0,6,2,NN
dankest,7,1.61,7,2,JJ
Danubian,8,2.2,9,3,JJ|NN
MAZEROSKI,9,3.81,9,4,NULL
mazes,5,5.56,5,2,NN
MAZOWSZE,8,0,NULL,NULL,NULL
mazurka,7,3.56,6,3,NN
mazurkas,8,3.22,7,3,NN
McCarthy,8,8.09,7,3,NN
MCCORMACK,9,5.91,8,3,NN
MCCORMICK,9,7.03,8,3,NN
MEA,3,6.71,2,1,NULL
meadowsweet,11,1.95,8,3,NN
meads,5,4.52,4,1,NN
dapper,6,3.85,4,2,JJ
dapple,6,3.09,4,2,VB|NN
meagreness,10,0.69,7,3,NN
mealie,6,1.79,4,2,NN
dappled,7,4.08,5,2,JJ
mealies,7,1.95,5,2,NN
dapples,7,1.39,5,2,VB|NN
mealtimes,9,3.14,7,2,NN
mealybugs,9,1.79,8,3,NN
MEALYNOSE,9,0,7,3,NULL
MEALYNOSED,10,0,8,3,NULL
dappling,8,1.79,6,3,VB|NN|JJ
meanderings,11,4.79,9,4,NN
dare,4,9.09,3,1,VB|NN
dared,5,7.11,4,1,VB
MEANES,6,0,5,2,NULL
meanies,7,5.11,5,2,NN
MEANIN,6,2.48,NULL,NULL,NULL
dares,5,6.52,4,1,VB
meaninglessness,15,4.29,11,4,NN
daresay,7,5.58,5,2,VB
daring,6,7.32,5,2,JJ|VB|NN
MEANS'S,7,0,7,3,encl
MEARS,5,5.21,4,1,NULL
daringly,8,3,7,3,RB
dark,4,11.17,4,1,JJ|NN|RB
measliness,10,0,8,3,NN
darken,6,5.6,6,2,VB
meatballs,9,5.5,7,2,NN
darkened,8,6.57,7,2,VB
darkening,9,5.52,8,3,VB
meatiness,9,0.69,7,3,NN
darkens,7,4.71,7,2,VB
meccas,6,2.77,5,2,NN
MECHANIST,9,3.18,8,3,NN
darker,6,7.9,5,2,JJ
mechanizations,14,2.94,11,5,NN
darkest,7,6.67,7,2,JJ
darkhaired,10,1.79,8,2,JJ
MECHANOCHEMICALLY,17,0,NULL,NULL,NULL
MECHOLYL,8,0,NULL,NULL,NULL
MECUM,5,2.83,5,2,NULL
medallists,10,3.74,8,3,NN
darkly,6,5.85,6,2,RB
meddler,7,3.97,5,3,NN
meddlers,8,1.61,6,3,NN
darn,4,8.42,4,1,JJ|VB|minor
meddlesomeness,14,0,10,4,NN
MEDEA,5,4.65,5,2,NN
MEDECINE,8,5.02,7,3,NULL
MEDFIELD,8,3.83,7,2,NULL
MEDFIELD'S,10,0,8,2,NULL
MEDIAEVALIST,12,0.69,10,5,NN
darned,6,6.94,5,1,RB|VB
medians,7,4.32,7,2,NN
darning,7,3.93,6,2,VB|NN
darns,5,2.3,5,1,VB
mediators,9,5.33,8,4,NN
MEDICALE,8,3.66,7,3,NN
medicals,8,3.71,8,3,NN
medicament,10,3.22,10,4,NN
medicaments,11,3.99,11,4,NN
dart,4,7.41,4,1,NN|VB
darted,6,5.46,6,2,VB
darting,7,5.28,6,2,VB
medications,11,7.49,9,4,NN
MEDICI,6,4.67,6,3,NN
darts,5,6.83,5,1,NN|VB
MEDICIS,7,3.66,7,3,NN
medico,6,5.58,6,3,NN
MEDICO'S,8,2.3,7,3,encl
medicos,7,5.03,7,3,NN
dash,4,8.14,3,1,NN|VB
dashed,6,6.38,4,1,VB
dashes,6,6.09,5,2,NN|VB
dashing,7,6.37,5,2,VB
dashingly,9,2.77,7,3,RB
datable,7,1.95,6,3,JJ
date,4,11.82,3,1,NN|VB
maceration,10,2.64,8,4,NN
maces,5,4.08,5,2,NN
Mach,4,8.54,3,1,NN
MACH'T,6,0,NULL,NULL,NULL
MACHADO,7,5.2,6,3,NULL
machetes,8,4.16,7,3,NN
dated,5,9.16,5,2,VB|JJ
dateless,8,3.37,6,2,JJ
dateline,8,6.34,6,2,NN|VB
machinations,12,5.63,9,4,NN
DATELINED,9,2.4,7,2,VB
datelines,9,3.4,7,2,NN|VB
dates,5,9.81,4,1,NN|VB
mackerels,9,0,7,2,NN
MACKEY,6,5.96,4,2,NN
MACKINAC,8,3.97,NULL,NULL,NULL
MACKINACK,9,0,7,3,NULL
mackintoshes,12,2.08,10,4,NN
MACKLIN,7,3.81,6,2,NULL
MACKLIN'S,9,0,7,2,NULL
macks,5,2.94,4,1,NULL
MACMILLAN,9,7.31,8,3,NN
MACNEFF,7,0,6,2,NN
MACON,5,6.85,5,2,NN
macrocosms,10,0,10,4,NN
MACROMOLECULES,14,4.48,14,5,NN
dating,6,8.65,5,2,VB|NN
MACROPATHOLOGY,14,0,13,6,NN
dative,6,3.78,5,2,NN|JJ
MACWHYTE,8,0,6,2,NULL
daub,4,4.48,3,1,VB|NN
MADAMA,6,3.22,NULL,NULL,NULL
madams,6,3.56,6,2,NN
MADARIPUR,9,0,8,4,NULL
madcaps,7,1.61,7,2,NULL
MADDALENA,9,3.18,8,4,NULL
MADDEN'S,8,2.94,NULL,NULL,NULL
daubed,6,2.83,4,1,VB
daubing,7,1.61,5,2,VB|NN|JJ
daubs,5,2.48,4,1,VB|NN
daughterly,10,0,6,3,RB
daunt,5,2.48,4,1,VB
Madeira,7,5.31,6,3,NN
Madeiras,8,1.1,7,3,NN
madhouses,9,0,8,3,NN
madras,6,6.87,6,2,NN
MADRIGALING,11,0,10,4,NULL
MADSTONES,9,0,8,2,NULL
madwomen,8,1.61,8,3,NN
MAE,3,7.45,2,1,NN
MAE'S,5,3.71,3,1,NULL
MAECKER,7,0,NULL,NULL,NULL
maelstroms,10,0.69,9,2,NN
maenad,6,3,5,2,NN
maenads,7,4.13,6,2,NULL
maestri,7,3.37,7,3,NULL
maestros,8,4.56,7,2,NN
MAETERLINCK,11,3,8,3,NN
daunted,7,4.56,6,2,VB
mafficked,9,0,6,2,NULL
mafficking,10,0,7,3,NULL
mafficks,8,0,6,2,NULL
mafias,6,4.2,6,2,NN
MAGARRELL,9,0,NULL,NULL,NULL
MAGEE,5,5.75,4,2,NULL
MAGET,5,0,NULL,NULL,NULL
daunting,8,6.49,6,2,JJ|VB
magnanimities,13,0,12,5,NN
dauntless,9,4.41,7,2,JJ
magnetization,13,4.01,11,5,NN
dauntlessly,11,0,9,3,RB
daunts,6,0,5,1,VB
magneto,7,7.23,7,3,NN
magnetos,8,3,8,3,NN
magnets,7,6.89,7,2,NN
Magnificat,10,4.54,10,4,NN
magnifications,14,3.95,12,5,NN
magnifier,9,4.93,8,3,NN
magnifiers,10,3.78,9,3,NN
magniloquence,13,0,NULL,NULL,NULL
dawdle,6,3.69,4,2,VB
dawdled,7,2.3,5,2,VB
Magnol,6,0,NULL,NULL,NULL
magnolias,9,4.42,9,3,NN
magnums,7,4.42,7,2,NN
MAGOG,5,4.37,5,2,NN
MAGOUN,6,0,NULL,NULL,NULL
mags,4,8.36,4,1,NN
MAGUIRE,7,5.72,6,2,NN
MAGUIRES,8,2.83,NULL,NULL,NULL
magus,5,6.67,5,2,NN
MAGWITCH,8,1.1,6,2,NN
MAGWITCH'S,10,0,8,3,encl
Magyar,6,7.49,6,2,NN
Magyars,7,4.63,7,2,NN
MAH,3,7.06,2,1,NULL
maharajah,9,2.83,8,4,NN
maharajahs,10,1.39,9,4,NN
maharani,8,2.77,8,4,NN
maharanis,9,0,9,4,NN
mahatma,7,5.69,7,3,NN
mahatmas,8,2.2,8,3,NN
MAHAYANA,8,5.12,8,4,NN
MAHAYANIST,10,1.39,10,4,NN
MAHLER,6,6.57,4,2,NN
MAHLER'S,8,5.2,5,2,NULL
MAHMOUD,7,5.52,5,2,NULL
mahoganies,10,0.69,9,4,NN
MAHONE,6,3.4,5,2,NULL
mahout,6,1.1,5,2,NN
mahouts,7,0,6,2,NN
MAHT,4,2.3,NULL,NULL,NULL
MAHUA,5,0,5,2,NN
MAHZEER,7,0,NULL,NULL,NULL
MAHZEER'S,9,0,7,3,NULL
MAI,3,8.53,2,1,NN
MAI'TEIPA,9,0,NULL,NULL,NULL
maidenhair,10,2.3,7,3,NN
dawdles,7,1.1,5,2,VB
dawdling,8,3.33,6,3,VB|NN
maidservants,12,2.08,9,3,NN
dawn,4,9.02,3,1,NN|VB
mailbags,8,1.95,7,2,NN
mailboats,9,0,7,2,NN
mailmen,7,3,6,2,NN
dawned,6,6.18,4,1,VB
dawning,7,5.53,5,2,VB|NN
dawns,5,5.14,4,1,VB|NN
mainlines,9,2.56,7,2,NN
daydreamed,10,2.94,7,2,VB|JJ
mainmasts,9,0,8,2,NULL
mainsails,9,1.1,7,2,NN
mainsprings,11,1.95,9,2,NN
mainstays,9,4.33,7,2,NN
daydreaming,11,5.47,8,3,NN|VB
MAIS,4,8.81,3,1,NULL
maisonette,10,1.1,6,3,NN
maisonettes,11,1.1,7,3,NN
maisonnette,11,0,6,3,NN
maisonnettes,12,0,7,3,NN
MAITLAND,8,6.2,7,2,NN
MAITLAND'S,10,1.1,NULL,NULL,NULL
daytime,7,8.01,5,2,JJ|NN
MAITRES,7,2.64,6,2,NULL
MAJ,3,6.75,3,1,NULL
MAJDANEK,8,3.18,8,3,NULL
MAJESTERIAL,11,1.1,10,4,NULL
majestical,10,0,NULL,NULL,NULL
majolica,8,2.48,8,4,NN
majordomo,9,7.69,8,4,NULL
majordomos,10,1.39,9,4,NULL
majorette,9,1.79,7,3,NN
majorettes,10,3.18,8,3,NN
MAJUH,5,0,NULL,NULL,NULL
MAKEPEACE,9,3.61,6,2,NN
makeweight,10,0,6,2,NN
makeweights,11,0,7,2,NULL
MAKU,4,2.3,NULL,NULL,NULL
daze,4,6.39,3,1,NN|VB
MALABAR,7,4.44,7,3,NN
malachite,9,6.19,7,3,NN
dazed,5,6.56,4,1,JJ
maladroitness,13,0,11,4,NN
malaises,8,1.1,7,3,NN
MALAMUD,7,4.11,7,3,NN
Malaprop,8,2.2,8,3,NN
malapropisms,12,2.83,12,5,NN
dazedly,7,2.56,7,3,RB
Malawi,6,6.76,6,3,NN
Malawian,8,3.66,8,4,NULL
Malawians,9,3.66,9,4,NULL
Malay,5,6.47,4,2,NN
Malaya,6,5.2,5,2,NN
dazes,5,2.08,5,2,NN|VB
Malayans,8,0,7,2,NN
Malays,6,5.22,5,2,NN
dazing,6,1.1,5,2,VB
Malaysians,10,5.14,7,3,NN
dazzle,6,5.53,4,2,VB
malcontents,11,4.8,11,3,NN
MALDEN,6,5.46,5,2,NN
maledictions,12,1.79,10,4,NN
malefactor,10,3.64,9,4,NN
malefactors,11,2.71,10,4,NN
maleficence,11,0,10,4,NN
dazzled,7,4.88,5,2,VB
MALENKOV,8,1.95,8,3,NN
MALESHERBES,11,1.95,8,3,NULL
dazzles,7,2.64,5,2,VB
dazzling,8,6.14,6,3,JJ|VB
malfeasances,12,0,11,4,NULL
deactivated,11,5.66,11,5,VB|JJ
dead,4,11.2,3,1,JJ|NN|RB
MALIA,5,4.01,5,3,NULL
Malian,6,2.64,6,2,NN
Malians,7,1.61,7,2,NN
deaden,6,4.51,4,2,VB|JJ
deadened,8,3.71,5,2,VB
malignities,11,0,10,4,NN
malignity,9,1.79,9,4,NN
deadening,9,4.34,6,3,VB|NN|JJ
deadens,7,1.79,5,2,VB
malingerer,10,0.69,8,4,NN
malingerers,11,2.2,9,4,NN
deadheads,9,5.97,7,2,VB|NN
deadlier,8,4.67,6,2,JJ
MALINOVSKY,10,0,10,4,NN
mallards,8,3.78,6,2,NN
malleability,12,3.78,11,5,NN
mallets,7,4.6,6,2,NN
MALLINCKRODT,12,3.56,9,3,NULL
MALLORY,7,6.08,6,3,NN
MALLORY'S,9,3.22,9,3,NULL
mallow,6,3.4,4,2,NN
mallows,7,1.61,5,2,NN
malls,5,6.79,4,1,NN
MALMESBURY,10,2.89,8,3,NN
MALMROS,7,5.32,6,2,NULL
malmsey,7,0.69,5,2,NN
MALMUD,6,0,6,2,NN
MALOCCLUSION,12,2.89,9,4,NN
MALONE,6,7.66,5,2,NN
deadliest,9,6.1,8,3,JJ|NN
malpractices,12,2.94,12,4,NN
MALRAUX,7,3.64,5,2,NN
MALRAUX'S,9,0,10,4,NULL
deadly,6,8.59,5,2,JJ
deadpan,7,4.88,6,2,JJ
deaf,4,8.72,3,1,JJ|NN
deafen,6,4.25,4,2,VB
deafened,8,4.03,5,2,VB
malts,5,5.35,5,1,NN
maltster,8,1.61,7,2,NN
maltsters,9,1.1,8,2,NULL
malversation,12,0,10,4,NN
mam,3,6.92,3,1,NN
MAMARONECK,10,5.45,9,4,NN
mamas,5,5,5,2,NN
mambas,6,2.08,6,2,NULL
mambos,6,2.56,6,2,NN
MAME,4,4.91,3,1,NULL
mammies,7,2.08,5,2,NN
mammon,6,4.56,5,2,NN
mammoths,8,5.76,6,2,NN
mammy,5,4.33,4,2,NN
mams,4,2.56,4,1,NN
MANA,4,10.51,4,2,NN
deafening,9,7.61,6,3,VB|JJ
deafens,7,1.61,5,2,VB
deafer,6,0.69,4,2,JJ
manageability,13,3.93,12,6,NN
manageress,10,1.61,8,4,NN
manageresses,12,0,10,5,NN
MANAGUA,7,4.87,7,3,NN
MANAS,5,4.38,5,2,NN
MANASSAS,8,6.5,7,3,NN
manatees,8,4.01,7,3,NN
MANDAMUS,8,3.91,8,3,NN
mandarins,9,4.77,9,3,NN
deafest,7,3,6,2,JJ
deal,4,11.34,3,1,NN|VB
mandatories,11,1.1,10,4,NULL
MANDERSCHEID,12,0,8,3,NULL
MANDHATA,8,0,NULL,NULL,NULL
mandibles,9,4.94,8,3,NN
MANDO,5,6.09,NULL,NULL,NULL
mandolins,9,3.95,9,3,NN
mandragora,10,3.58,9,4,NN
mandrake,8,5.08,7,2,NN
mandrakes,9,0,8,2,NN
MANDREL,7,4.71,7,2,NN
mandrill,8,4.06,7,2,NN
mandrills,9,0,8,2,NN
MANERET,7,0,6,2,NN
MANFRED,7,6.67,7,2,NN
dealing,7,9.98,5,2,VB|NN
deals,5,9.55,4,1,NN|VB
mange,5,5.48,4,1,NN
mangers,7,3.58,6,2,NN
dealt,5,9.01,4,1,VB
dear,4,10.29,3,1,JJ|NN|minor
dearer,6,3.89,4,2,JJ
dearest,7,6.37,6,2,JJ
dearly,6,7.09,5,2,RB
mangoes,7,4.83,6,2,NN
